id;enseigne_actuelle;statut_enseigne;suggestions_enseigne;adresse;cp;ville;latitude;longitude;source_enseigne;osm_id;motifs_controle;signature;enseigne_corrigee;decision;commentaire
59610002;;a_completer;;rue theophile legrand;59610;Wignehies;50.024;4.028;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;rue theophile legrand|59610|wignehies;;;
6430001;;a_completer;;Quartier celestrera;06430;Tende;44.087683;7.593722;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;quartier celestrera|06430|tende;;;
33620003;;a_completer;;1, Garosse Nord;33620;Laruscade;45.107;-0.341;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;1, garosse nord|33620|laruscade;;;
91814001;;a_completer;;ROUTE DE VILLOISON;91100;Villabé;48.584;2.444;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;route de villoison|91100|villabé;;;
30190003;;a_completer;;Avenue Charles de Gaulle;30190;La Calmette;43.92419;4.2639;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;avenue charles de gaulle|30190|la calmette;;;
17130001;;a_completer;;Avenue de la République;17130;Montendre;45.286079;-0.392973;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;avenue de la république|17130|montendre;;;
44320007;;a_completer;;CC L'Iliade;44320;Saint-Père-en-Retz;47.206337;-2.044081;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;cc l'iliade|44320|saint-père-en-retz;;;
21210001;;a_completer;;RUE GRILLOT;21210;Saulieu;47.282;4.237;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;rue grillot|21210|saulieu;;;
78121001;;a_completer;;27 Route Départementale 307;78121;Crespières;48.886552;1.916159;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;27 route départementale 307|78121|crespières;;;
77220004;;a_completer;;Boulevard Victor Hugo;77220;Gretz-Armainvilliers;48.73913;2.72084;;;enseigne inconnue | correspondance OpenStreetMap ambigue;boulevard victor hugo|77220|gretz-armainvilliers;;;
37390003;;a_completer;;ZAC DE LA GRANDE PIECE;37390;Chanceaux-sur-Choisille;47.47;0.702;;;enseigne inconnue | correspondance OpenStreetMap ambigue;zac de la grande piece|37390|chanceaux-sur-choisille;;;
16250001;;a_completer;;AUX NAULETS PEREUIL;16250;Pérignac;45.472713;0.048103;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;aux naulets pereuil|16250|pérignac;;;
22200006;;a_completer;;ROUTE NATIONALE 12 - ROUTE DE SAINT BRIEUC;22970;Ploumagoar;48.557;-3.129;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;route nationale 12 - route de saint brieuc|22970|ploumagoar;;;
33700002;;a_completer;Eni;AVENUE MARECHAL GALLIENI;33700;Mérignac;44.834;-0.617;;;enseigne inconnue | correspondance OpenStreetMap ambigue;avenue marechal gallieni|33700|mérignac;;;
83600029;;a_completer;;AVENUE ANDRE LEOTARD;83600;Fréjus;43.436748;6.757294;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;avenue andre leotard|83600|fréjus;;;
45220001;;a_completer;;Allée de la Gravière;45220;Château-Renard;47.932194;2.923775;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;allée de la gravière|45220|château-renard;;;
39400003;;a_completer;;10 Rue de l'Europe;39400;Morbier;46.549;6.016;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;10 rue de l'europe|39400|morbier;;;
2130001;;a_completer;;Rue du Stade;02130;Fère-en-Tardenois;49.201;3.511;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;rue du stade|02130|fère-en-tardenois;;;
18100017;U;a_completer;;18 avenue du 19 mars 1962;18100;Vierzon;47.239786;2.092047;OpenStreetMap;node/7414465297;;18 avenue du 19 mars 1962|18100|vierzon;;;
6156001;;a_completer;;Z.I. Les Tourrades;06150;Cannes;43.571;6.959;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;z.i. les tourrades|06150|cannes;;;
36150004;;a_completer;;A20 AIRE DES CHAMPS D' AMOUR;36150;Reboursin;47.102;1.797;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;a20 aire des champs d' amour|36150|reboursin;;;
60530003;;a_completer;;ZI route de Crouy;60530;Neuilly-en-Thelle;49.229;2.282;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;zi route de crouy|60530|neuilly-en-thelle;;;
20166004;;a_completer;Eni;CTRE COMMERCIAL BENISTA;20166;Grosseto-Prugna;41.887;8.808;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;ctre commercial benista|20166|grosseto-prugna;;;
91100021;Euro Pétrol;ok_osm;Esso;18 Boulevard Jean jaures;91100;Corbeil-Essonnes;48.606;2.466;OpenStreetMap;way/63604530;;18 boulevard jean jaures|91100|corbeil-essonnes;;;
59780003;;a_completer;;RD 93 GRANDE RUE;59780;Camphin-en-Pévèle;50.594775;3.257818;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;rd 93 grande rue|59780|camphin-en-pévèle;;;
86130010;;a_completer;;AUTOROUTE A10;86130;Jaunay-Marigny;46.691;0.355;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;autoroute a10|86130|jaunay-marigny;;;
62134001;;a_completer;;73 RUE D.HESDIN;62134;Anvin;50.447;2.251;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;73 rue d.hesdin|62134|anvin;;;
59114003;;a_completer;;144 Route d'Eecke;59114;Steenvoorde;50.8;2.592;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;144 route d'eecke|59114|steenvoorde;;;
29420001;;a_completer;;Rue de Bel Air;29420;Plouénan;48.628;-3.988;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;rue de bel air|29420|plouénan;;;
20145004;;a_completer;;RN T 10;20145;Sari-Solenzara;41.857886;9.364222;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;rn t 10|20145|sari-solenzara;;;
14730004;;a_completer;;A13, Aire de Giberville Nord;14730;Giberville;49.168218;-0.281818;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;a13, aire de giberville nord|14730|giberville;;;
71260004;;a_completer;;143 rue du four a chaux;71260;Lugny;46.472;4.816;;;enseigne inconnue | correspondance OpenStreetMap ambigue;143 rue du four a chaux|71260|lugny;;;
31140008;;a_completer;;Route de Béssières;31140;Castelginest;43.69;1.452;;;enseigne inconnue | correspondance OpenStreetMap ambigue;route de béssières|31140|castelginest;;;
76340005;;a_completer;;RUE DES MARAIS;76340;Blangy-sur-Bresle;49.930638;1.637064;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;rue des marais|76340|blangy-sur-bresle;;;
13008001;;a_completer;;365 Avenue de Mazargues;13008;Marseille;43.253;5.397;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;365 avenue de mazargues|13008|marseille;;;
74890001;;a_completer;;ROUTE DE LA SCIERIE;74890;Bons-en-Chablais;46.264;6.37;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;route de la scierie|74890|bons-en-chablais;;;
57120005;;a_completer;;RUE DU MUGUET;57120;Rombas;49.25;6.096;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;rue du muguet|57120|rombas;;;
13200019;;a_completer;;QUARTIER SUD FOURCHON;13200;Arles;43.662;4.633;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;quartier sud fourchon|13200|arles;;;
19340003;;a_completer;;Viaduc du Chavanon;19340;Messeix;45.624;2.481;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;viaduc du chavanon|19340|messeix;;;
37320001;;a_completer;;ZAE Le Grand Berchenay;37320;Esvres;47.291;0.79;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;zae le grand berchenay|37320|esvres;;;
44420003;;a_completer;;rue des artisans;44420;Mesquer;47.397;-2.462;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;rue des artisans|44420|mesquer;;;
19100009;;a_completer;;Impasse du Pilou;19100;Malemort;45.158;1.563;;;enseigne inconnue | correspondance OpenStreetMap ambigue;impasse du pilou|19100|malemort;;;
33470003;;a_completer;;Avenue de Bordeaux;33470;Le Teich;44.622;-1.018;;;enseigne inconnue | correspondance OpenStreetMap ambigue;avenue de bordeaux|33470|le teich;;;
88410001;;a_completer;;rue de La Croix de mission;88410;Monthureux-sur-Saône;48.032;5.978;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;rue de la croix de mission|88410|monthureux-sur-saône;;;
71380002;;a_completer;;ZAC CHAMP CHASSY RTE DE DOLE;71380;Châtenoy-en-Bresse;46.792;4.912;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;zac champ chassy rte de dole|71380|châtenoy-en-bresse;;;
68640001;;a_completer;;4 rue de la république;68640;Illtal;47.556;7.307;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;4 rue de la république|68640|illtal;;;
51300014;;a_completer;;16 FBG LEON BOURGEOIS;51300;Vitry-le-François;48.72504;4.58843;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;16 fbg leon bourgeois|51300|vitry-le-françois;;;
26290009;;a_completer;;RN-7;26290;Donzère;44.429;4.712;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;rn-7|26290|donzère;;;
44430004;;a_completer;;Canton de la Haute Landelle, Routes de Nantes;44430;Le Loroux-Bottereau;47.234;-1.367;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;canton de la haute landelle, routes de nantes|44430|le loroux-bottereau;;;
66650002;;a_completer;;RN 114 ZAC DE LA RECTORIE;66650;Banyuls-sur-Mer;42.48173;3.12928;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;rn 114 zac de la rectorie|66650|banyuls-sur-mer;;;
84140006;;a_completer;;950 CRS CARDINAL BERTRAND DE MON;84140;Avignon;43.931;4.874;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;950 crs cardinal bertrand de mon|84140|avignon;;;
92120004;;a_completer;;70-74 AV ARISTIDE BRIAND;92120;Le Kremlin-Bicêtre;48.813;2.357;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;70-74 av aristide briand|92120|le kremlin-bicêtre;;;
71260007;;a_completer;;AUX TEPPES SOLDATS;71260;Péronne;46.440181;4.81076;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;aux teppes soldats|71260|péronne;;;
91190001;;a_completer;;CHEVRY BELLEVILLE;91190;Gif-sur-Yvette;48.694;2.121;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;chevry belleville|91190|gif-sur-yvette;;;
8150002;;a_completer;;103 Avenue Martyrs de la Résistance;08150;Renwez;49.84;4.605;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;103 avenue martyrs de la résistance|08150|renwez;;;
56460002;;a_completer;;Zone commerciale du Pont Saint-Pierre;56460;Sérent;47.824;-2.506;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;zone commerciale du pont saint-pierre|56460|sérent;;;
14140001;;a_completer;;Route de Lisieux;14140;Livarot-Pays-d'Auge;49.008;0.151;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;route de lisieux|14140|livarot-pays-d'auge;;;
29419001;;a_completer;;Route du Leck;29800;Landerneau;48.466;-4.256;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;route du leck|29800|landerneau;;;
14310004;;a_completer;;1 Boulevard du 21e siecle les Sauts casris;14310;Villers-Bocage;49.078;-0.645;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;1 boulevard du 21e siecle les sauts casris|14310|villers-bocage;;;
30250003;;a_completer;;Lotissement de la Tuilerie;30250;Villevieille;43.791;4.091;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;lotissement de la tuilerie|30250|villevieille;;;
54330001;G20;ok_osm;E.Leclerc;6, Avenue Jacques Leclerc;54330;Vézelise;48.487;6.094;OpenStreetMap;node/1711913073;correspondance OpenStreetMap ambigue;6, avenue jacques leclerc|54330|vézelise;;;
55120001;;a_completer;;RN 3;55120;Clermont-en-Argonne;49.10483;5.068454;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;rn 3|55120|clermont-en-argonne;;;
13170008;Independent;a_completer;;110 Avenue François Mitterand;13170;Les Pennes-Mirabeau;43.381915;5.346606;OpenStreetMap;node/5634792142;;110 avenue françois mitterand|13170|les pennes-mirabeau;;;
58000013;;a_completer;;rue Bernard Palissy;58000;Nevers;46.987;3.17;;;enseigne inconnue | correspondance OpenStreetMap ambigue;rue bernard palissy|58000|nevers;;;
43190002;;a_completer;;za de leygat;43190;Tence;45.101;4.321;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;za de leygat|43190|tence;;;
33260001;;a_completer;;RUE LAGRUA;33260;La Teste-de-Buch;44.641;-1.156;;;enseigne inconnue | correspondance OpenStreetMap ambigue;rue lagrua|33260|la teste-de-buch;;;
43100001;;a_completer;;Route de Clermont;43100;Brioude;45.311;3.375;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;route de clermont|43100|brioude;;;
5120003;;a_completer;;RN 94 Lieu-dit Pont la Lame;05120;Saint-Martin-de-Queyrières;44.853;6.582;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;rn 94 lieu-dit pont la lame|05120|saint-martin-de-queyrières;;;
32100003;;a_completer;;lieu dit hontaut;32100;Condom;43.965;0.367;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;lieu dit hontaut|32100|condom;;;
34570001;;a_completer;;AVENUE GENERAL GROLLIER;34570;Pignan;43.58474;3.77903;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;avenue general grollier|34570|pignan;;;
7150003;;a_completer;;route Ruoms;07150;Vallon-Pont-d'Arc;44.407;4.394;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;route ruoms|07150|vallon-pont-d'arc;;;
64121004;;a_completer;;Rue de Fabrèges ZAC du pont long;64121;Serres-Castet;43.376;-0.38;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;rue de fabrèges zac du pont long|64121|serres-castet;;;
26110003;;a_completer;;Route d' Orange;26110;Nyons;44.36;5.134;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;route d' orange|26110|nyons;;;
30160001;;a_completer;;Rue du Docteur Paul Vermale;30160;Bessèges;44.29233;4.0934;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;rue du docteur paul vermale|30160|bessèges;;;
65300002;;a_completer;;CENTRE COMMERCIAL LA RAMONDIA;65300;Lannemezan;43.098;0.399;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;centre commercial la ramondia|65300|lannemezan;;;
33910001;;a_completer;Eni;32 Route de Lussac;33910;Saint-Denis-de-Pile;44.99257;-0.20126;;;enseigne inconnue | aucune station OpenStreetMap proche;32 route de lussac|33910|saint-denis-de-pile;;;
25500005;;a_completer;;ROUTE DU PRE DES COMBES;25500;Morteau;47.056;6.617;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;route du pre des combes|25500|morteau;;;
93320002;;a_completer;;262 AVENUE ARISTIDE BRIAND;93320;Les Pavillons-sous-Bois;48.91;2.51;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;262 avenue aristide briand|93320|les pavillons-sous-bois;;;
91260001;;a_completer;;8 Rue de la Longueraie;91270;Montgeron;48.72;2.442;;;enseigne inconnue | correspondance OpenStreetMap ambigue;8 rue de la longueraie|91270|montgeron;;;
47220002;;a_completer;;Lieu-dit La Garenne;47220;Fals;44.11451;0.70472;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;lieu-dit la garenne|47220|fals;;;
40320002;;a_completer;;Lieudit Lamarque - Route d'Hagetmau;40320;Samadet;43.641402;-0.512068;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;lieudit lamarque - route d'hagetmau|40320|samadet;;;
34810001;;a_completer;;2 CHEMIN DU PORTOU;34810;Pomérols;43.391;3.489;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;2 chemin du portou|34810|pomérols;;;
45680003;;a_completer;;RUE DE CHATEAU LANDON;45680;Dordives;48.144;2.772;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;rue de chateau landon|45680|dordives;;;
40600004;;a_completer;;Route de Parentis;40600;Biscarrosse;44.3831;-1.14726;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;route de parentis|40600|biscarrosse;;;
15700005;U;a_completer;;RUE DU BOURNAT;15700;Pleaux;45.133465;2.222644;OpenStreetMap;node/1505260332;;rue du bournat|15700|pleaux;;;
8110002;;a_completer;;ZAC DE Wé - 2 avenue de l'Europe;08110;Carignan;49.637;5.162;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;zac de wé - 2 avenue de l'europe|08110|carignan;;;
77820003;;a_completer;;5 rue des Grands Champs;77820;Le Châtelet-en-Brie;48.492;2.796;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;5 rue des grands champs|77820|le châtelet-en-brie;;;
46130001;;a_completer;;AVENUE DE LA REPUBLIQUE;46130;Prudhomat;44.909;1.821;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;avenue de la republique|46130|prudhomat;;;
24120010;U;a_completer;;14 avenue victor hugo;24120;Terrasson-Lavilledieu;45.1309027;1.3011241;OpenStreetMap;node/13949539917;;14 avenue victor hugo|24120|terrasson-lavilledieu;;;
29150004;;a_completer;;Grand Rue;29150;Châteaulin;48.196;-4.091;;;enseigne inconnue | correspondance OpenStreetMap ambigue;grand rue|29150|châteaulin;;;
77124001;;a_completer;;ZAC DES VIGNES;77124;Crégy-lès-Meaux;48.97462;2.87015;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;zac des vignes|77124|crégy-lès-meaux;;;
89560001;;a_completer;;ROUTE NATIONALE 151;89560;Courson-les-Carrières;47.616;3.497;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;route nationale 151|89560|courson-les-carrières;;;
22580001;;a_completer;;Le Chene Vert;22580;Plouha;48.691;-2.933;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;le chene vert|22580|plouha;;;
19130002;;a_completer;;AVENUE RAYMOND POINCARE;19130;Objat;45.259;1.413;;;enseigne inconnue | correspondance OpenStreetMap ambigue;avenue raymond poincare|19130|objat;;;
38790003;Carrefour;a_verifier;Carrefour;2 chemin de grange neuve;38790;Diémoz;45.602224;5.091188;Adresse officielle;;;2 chemin de grange neuve|38790|diémoz;;;
1400001;;a_completer;;AVENUE MARECHAL FOCH;01400;Châtillon-sur-Chalaronne;46.119;4.961;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;avenue marechal foch|01400|châtillon-sur-chalaronne;;;
29170005;;a_completer;;LIEU DIT MANER KER ELO;29170;Fouesnant;47.895;-4.017;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;lieu dit maner ker elo|29170|fouesnant;;;
71110001;;a_completer;;ZONE ARTISANALE;71110;Marcigny;46.278;4.031;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;zone artisanale|71110|marcigny;;;
63350003;Independent;a_completer;;Rond Point Sud-Route de Clermont Ferrand;63350;Maringues;45.912;3.334;OpenStreetMap;node/417809627;adresse BAN eloignee des coordonnees;rond point sud-route de clermont ferrand|63350|maringues;;;
80590002;;a_completer;;2 et 4 rue du Viaduc;80290;Gauville;49.781;1.792;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;2 et 4 rue du viaduc|80290|gauville;;;
16200003;;a_completer;;Avenue de l'Europe;16200;Jarnac;45.686;-0.165;;;enseigne inconnue | correspondance OpenStreetMap ambigue;avenue de l'europe|16200|jarnac;;;
52300002;;a_completer;;Avenue de Lorraine;52300;Joinville;48.445;5.15;;;enseigne inconnue | correspondance OpenStreetMap ambigue;avenue de lorraine|52300|joinville;;;
56240003;;a_completer;;Creis Er Prat;56240;Plouay;47.913841;-3.333381;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;creis er prat|56240|plouay;;;
17440003;;a_completer;;Rue Nicolas Gargot;17440;Aytré;46.1386;-1.13925;;;enseigne inconnue | correspondance OpenStreetMap ambigue;rue nicolas gargot|17440|aytré;;;
57260001;Independent;a_completer;;105 Impasse Jean Laurain;57260;Dieuze;48.811;6.714;OpenStreetMap;node/3284968873;correspondance OpenStreetMap ambigue;105 impasse jean laurain|57260|dieuze;;;
59520001;;a_completer;;Rue Georges Maertens;59520;Saint-André-lez-Lille;50.6633;3.04615;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;rue georges maertens|59520|saint-andré-lez-lille;;;
49400004;;a_completer;;ZI EcoparcSaint Lambert des Levées;49400;Saumur;47.277;-0.075;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;zi ecoparcsaint lambert des levées|49400|saumur;;;
47500010;U;a_completer;;372 route de périgueux;47500;Fumel;44.492795;0.949165;OpenStreetMap;node/13957850607;;372 route de périgueux|47500|fumel;;;
26200001;;a_completer;;Route de Dieulefit;26200;Montélimar;44.550294;4.775078;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;route de dieulefit|26200|montélimar;;;
34440001;;a_completer;;RN113-9 Lieu dit La Grillade;34440;Colombiers;43.312;3.141;;;enseigne inconnue | aucune station OpenStreetMap proche;rn113-9 lieu dit la grillade|34440|colombiers;;;
76750001;;a_completer;;Route de la Gare;76750;Buchy;49.598;1.342;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;route de la gare|76750|buchy;;;
74360002;;a_completer;;94 Chemin des Vorges;74360;La Chapelle-d'Abondance;46.28;6.819;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;94 chemin des vorges|74360|la chapelle-d'abondance;;;
40170004;;a_completer;;Route des Lacs;40170;Saint-Julien-en-Born;44.067;-1.228;;;enseigne inconnue | correspondance OpenStreetMap ambigue;route des lacs|40170|saint-julien-en-born;;;
59380005;;a_completer;;FAUBOURG DE CASSEL RD 916;59380;Socx;50.96273;2.4329;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;faubourg de cassel rd 916|59380|socx;;;
17160002;;a_completer;;RUE MAXIME BOURDEAU;17160;Matha;45.87435;-0.31139;;;enseigne inconnue | correspondance OpenStreetMap ambigue;rue maxime bourdeau|17160|matha;;;
59151003;;a_completer;;15T RTE NATIONALE;59151;Bugnicourt;50.292;3.145;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;15t rte nationale|59151|bugnicourt;;;
84000021;;a_completer;;AVENUE DE L AMANDIER;84000;Avignon;43.935;4.848;;;enseigne inconnue | aucune station OpenStreetMap proche;avenue de l amandier|84000|avignon;;;
45420002;U;a_completer;;ZI LA CHAMPAGNE;45420;Bonny-sur-Loire;47.57234;2.829798;OpenStreetMap;node/472887422;adresse BAN eloignee des coordonnees;zi la champagne|45420|bonny-sur-loire;;;
24750002;;a_completer;;Route de Limoges;24750;Trélissac;45.2;0.785;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;route de limoges|24750|trélissac;;;
30330001;;a_completer;;AVENUE DE LA MAYRE;30200;Bagnols-sur-Cèze;44.157;4.623;;;enseigne inconnue | correspondance OpenStreetMap ambigue;avenue de la mayre|30200|bagnols-sur-cèze;;;
33260011;;a_completer;;Avenue de l'Europe;33260;La Teste-de-Buch;44.618;-1.123;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;avenue de l'europe|33260|la teste-de-buch;;;
86220001;;a_completer;;RN10;86220;Dangé-Saint-Romain;46.93511;0.60576;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;rn10|86220|dangé-saint-romain;;;
52800003;;a_completer;;Grande rue;52800;Foulain;48.040018;5.210159;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;grande rue|52800|foulain;;;
3600003;;a_completer;;LA BRANDE MALICORNE;03600;Commentry;46.29151;2.73992;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;la brande malicorne|03600|commentry;;;
22610001;U;a_completer;;24 Rue de l'Armor;22610;Pleubian;48.844;-3.137;OpenStreetMap;way/249880356;;24 rue de l'armor|22610|pleubian;;;
80260001;;a_completer;;Rue du Château d'Eau;80260;Villers-Bocage;50.001;2.316;;;enseigne inconnue | correspondance OpenStreetMap ambigue;rue du château d'eau|80260|villers-bocage;;;
64120004;;a_completer;;40 Zone d'activité;64120;Saint-Palais;43.327;-1.033;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;40 zone d'activité|64120|saint-palais;;;
33650003;;a_completer;;1 allée Perrucade;33650;La Brède;44.684;-0.521;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;1 allée perrucade|33650|la brède;;;
45300006;;a_completer;;ZAC DE MORAILLES;45300;Pithiviers-le-Vieil;48.171;2.236;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;zac de morailles|45300|pithiviers-le-vieil;;;
30290002;;a_completer;;chemin des lonnes, route des vignerons;30290;Saint-Victor-la-Coste;44.062;4.639;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;chemin des lonnes, route des vignerons|30290|saint-victor-la-coste;;;
44170001;U;a_completer;;15, Boulevard du Petit Versailles;44170;Nozay;47.57;-1.629;OpenStreetMap;node/4867624034;correspondance OpenStreetMap ambigue;15, boulevard du petit versailles|44170|nozay;;;
